operation, CNOT count, 1-qubit Clifford count, T count, R count, M count, Full depth, Full width, max width, initial width, extra width, , comment, first arg, second arg
SimonResourceWrappers.RankResourceEstimate, 355351, 60825, 210092, 0, 624, 4403, 1478,1478,  0, 1478, , 25, 24
SimonResourceWrappers.RankResourceEstimate, 502157, 85689, 296456, 0, 783, 4967, 1865,1865,  0, 1865, , 28, 27
SimonResourceWrappers.RankResourceEstimate, 906784, 154020, 534200, 0, 1155, 6096, 2774,2774,  0, 2774, , 34, 33
SimonResourceWrappers.RankResourceEstimate, 59776, 10496, 35720, 0, 195, 2340, 444,444,  0, 444, , 14, 13
SimonResourceWrappers.RankResourceEstimate, 108899, 18917, 64796, 0, 288, 2899, 666,666,  0, 666, , 17, 16
SimonResourceWrappers.RankResourceEstimate, 153330, 26508, 91040, 0, 360, 3275, 839,839,  0, 839, , 19, 18
SimonResourceWrappers.RankResourceEstimate, 2269005, 383367, 1333256, 0, 2115, 8376, 5132,5132,  0, 5132, , 46, 45
SimonResourceWrappers.RankResourceEstimate, 558830, 95258, 329780, 0, 840, 5152, 2004,2004,  0, 2004, , 29, 28
SimonResourceWrappers.RankResourceEstimate, 90332, 15738, 53816, 0, 255, 2712, 587,587,  0, 587, , 16, 15
SimonResourceWrappers.RankResourceEstimate, 684671, 116535, 403736, 0, 960, 5531, 2297,2297,  0, 2297, , 31, 30
SimonResourceWrappers.RankResourceEstimate, 619624, 105544, 365512, 0, 899, 5343, 2148,2148,  0, 2148, , 30, 29
SimonResourceWrappers.RankResourceEstimate, 275400, 47258, 163016, 0, 528, 4024, 1245,1245,  0, 1245, , 23, 22
SimonResourceWrappers.RankResourceEstimate, 990295, 168107, 583232, 0, 1224, 6287, 2943,2943,  0, 2943, , 35, 34
SimonResourceWrappers.RankResourceEstimate, 1983090, 335288, 1165640, 0, 1935, 7997, 4689,4689,  0, 4689, , 44, 43
SimonResourceWrappers.RankResourceEstimate, 449445, 76765, 265456, 0, 728, 4779, 1731,1731,  0, 1731, , 27, 26
SimonResourceWrappers.RankResourceEstimate, 1271255, 215453, 748136, 0, 1443, 6857, 3480,3480,  0, 3480, , 38, 37
SimonResourceWrappers.RankResourceEstimate, 2920718, 492926, 1715192, 0, 2499, 9136, 6078,6078,  0, 6078, , 50, 49
SimonResourceWrappers.RankResourceEstimate, 2581163, 435847, 1516216, 0, 2303, 8757, 5595,5595,  0, 5595, , 48, 47
SimonResourceWrappers.RankResourceEstimate, 74007, 12943, 44152, 0, 224, 2527, 513,513,  0, 513, , 15, 14
SimonResourceWrappers.RankResourceEstimate, 4115233, 693521, 2414936, 0, 3135, 10276, 7647,7647,  0, 7647, , 56, 55
SimonResourceWrappers.RankResourceEstimate, 179475, 30947, 106472, 0, 399, 3463, 933,933,  0, 933, , 20, 19
SimonResourceWrappers.RankResourceEstimate, 754112, 128246, 444536, 0, 1023, 5719, 2451,2451,  0, 2451, , 32, 31
SimonResourceWrappers.RankResourceEstimate, 1722264, 291412, 1012696, 0, 1763, 7616, 4266,4266,  0, 4266, , 42, 41
SimonResourceWrappers.RankResourceEstimate, 400557, 68483, 236696, 0, 675, 4590, 1602,1602,  0, 1602, , 26, 25
SimonResourceWrappers.RankResourceEstimate, 2421735, 409055, 1422776, 0, 2208, 8564, 5361,5361,  0, 5361, , 47, 46
SimonResourceWrappers.RankResourceEstimate, 129850, 22498, 77176, 0, 323, 3087, 750,750,  0, 750, , 18, 17
SimonResourceWrappers.RankResourceEstimate, 208446, 35890, 123556, 0, 440, 3648, 1032,1032,  0, 1032, , 21, 20
SimonResourceWrappers.RankResourceEstimate, 3101122, 523228, 1820896, 0, 2600, 9324, 6327,6327,  0, 6327, , 51, 50
SimonResourceWrappers.RankResourceEstimate, 1375537, 233029, 809320, 0, 1520, 7044, 3669,3669,  0, 3669, , 39, 38
SimonResourceWrappers.RankResourceEstimate, 1078779, 183019, 635176, 0, 1295, 6476, 3117,3117,  0, 3117, , 36, 35
SimonResourceWrappers.RankResourceEstimate, 828105, 140743, 487996, 0, 1088, 5904, 2610,2610,  0, 2610, , 33, 32
SimonResourceWrappers.RankResourceEstimate, 1600888, 270956, 941516, 0, 1680, 7424, 4062,4062,  0, 4062, , 41, 40
SimonResourceWrappers.RankResourceEstimate, 313683, 53767, 185560, 0, 575, 4215, 1359,1359,  0, 1359, , 24, 23
SimonResourceWrappers.RankResourceEstimate, 240373, 41319, 142376, 0, 483, 3839, 1136,1136,  0, 1136, , 22, 21
SimonResourceWrappers.RankResourceEstimate, 1849605, 312813, 1087376, 0, 1848, 7807, 4475,4475,  0, 4475, , 43, 42
SimonResourceWrappers.RankResourceEstimate, 69077, 12083, 41212, 0, 210, 2464, 498,498,  0, 498, , 14, 14
SimonResourceWrappers.RankResourceEstimate, 385159, 65864, 227596, 0, 650, 4531, 1576,1576,  0, 1576, , 25, 25
SimonResourceWrappers.RankResourceEstimate, 122640, 21251, 72892, 0, 306, 3026, 732,732,  0, 732, , 17, 17
SimonResourceWrappers.RankResourceEstimate, 3686591, 621541, 2163880, 0, 2915, 9897, 7104,7104,  0, 7104, , 54, 53
SimonResourceWrappers.RankResourceEstimate, 1485378, 251556, 873752, 0, 1599, 7237, 3863,3863,  0, 3863, , 40, 39
SimonResourceWrappers.RankResourceEstimate, 539571, 91997, 318412, 0, 812, 5092, 1975,1975,  0, 1975, , 28, 28
SimonResourceWrappers.RankResourceEstimate, 170510, 29417, 101152, 0, 380, 3402, 913,913,  0, 913, , 19, 19
SimonResourceWrappers.RankResourceEstimate, 3483918, 587522, 2045156, 0, 2808, 9704, 6840,6840,  0, 6840, , 53, 52
SimonResourceWrappers.RankResourceEstimate, 102498, 17810, 60988, 0, 272, 2839, 649,649,  0, 649, , 16, 16
SimonResourceWrappers.RankResourceEstimate, 1172391, 198813, 690116, 0, 1368, 6667, 3296,3296,  0, 3296, , 37, 36
SimonResourceWrappers.RankResourceEstimate, 5069659, 853699, 2973832, 0, 3599, 11036, 8793,8793,  0, 8793, , 60, 59
SimonResourceWrappers.RankResourceEstimate, 962004, 163304, 566572, 0, 1190, 6224, 2908,2908,  0, 2908, , 34, 34
SimonResourceWrappers.RankResourceEstimate, 598976, 102035, 353332, 0, 870, 5283, 2118,2118,  0, 2118, , 29, 29
SimonResourceWrappers.RankResourceEstimate, 300616, 51527, 177832, 0, 552, 4154, 1335,1335,  0, 1335, , 23, 23
SimonResourceWrappers.RankResourceEstimate, 84696, 14775, 50456, 0, 240, 2652, 571,571,  0, 571, , 15, 15
SimonResourceWrappers.RankResourceEstimate, 4575868, 770832, 2684696, 0, 3363, 10656, 8210,8210,  0, 8210, , 58, 57
SimonResourceWrappers.RankResourceEstimate, 662586, 112770, 390716, 0, 930, 5471, 2266,2266,  0, 2266, , 30, 30
SimonResourceWrappers.RankResourceEstimate, 730555, 124256, 430648, 0, 992, 5658, 2419,2419,  0, 2419, , 31, 31
SimonResourceWrappers.RankResourceEstimate, 198523, 34181, 117676, 0, 420, 3588, 1011,1011,  0, 1011, , 20, 20
SimonResourceWrappers.RankResourceEstimate, 145261, 25107, 86252, 0, 342, 3215, 820,820,  0, 820, , 18, 18
SimonResourceWrappers.RankResourceEstimate, 484224, 82623, 285872, 0, 756, 4906, 1837,1837,  0, 1837, , 27, 27
SimonResourceWrappers.RankResourceEstimate, 229459, 39468, 135908, 0, 462, 3779, 1114,1114,  0, 1114, , 21, 21
SimonResourceWrappers.RankResourceEstimate, 2122834, 358774, 1247572, 0, 2024, 8184, 4908,4908,  0, 4908, , 45, 44
SimonResourceWrappers.RankResourceEstimate, 432805, 73931, 255628, 0, 702, 4719, 1704,1704,  0, 1704, , 26, 26
SimonResourceWrappers.RankResourceEstimate, 4341478, 731494, 2547436, 0, 3248, 10464, 7926,7926,  0, 7926, , 57, 56
SimonResourceWrappers.RankResourceEstimate, 6161303, 1036827, 3612920, 0, 4095, 11797, 10019,10019,  0, 10019, , 64, 63
SimonResourceWrappers.RankResourceEstimate, 803013, 136475, 473212, 0, 1056, 5844, 2577,2577,  0, 2577, , 32, 32
SimonResourceWrappers.RankResourceEstimate, 341146, 58410, 201692, 0, 600, 4343, 1453,1453,  0, 1453, , 24, 24
SimonResourceWrappers.RankResourceEstimate, 263435, 45221, 155932, 0, 506, 3967, 1222,1222,  0, 1222, , 22, 22
SimonResourceWrappers.RankResourceEstimate, 1048824, 177959, 617536, 0, 1260, 6417, 3081,3081,  0, 3081, , 35, 35
SimonResourceWrappers.RankResourceEstimate, 2747437, 463779, 1613660, 0, 2400, 8944, 5834,5834,  0, 5834, , 49, 48
SimonResourceWrappers.RankResourceEstimate, 1340271, 227057, 788572, 0, 1482, 6987, 3630,3630,  0, 3630, , 38, 38
SimonResourceWrappers.RankResourceEstimate, 880127, 149520, 518492, 0, 1122, 6037, 2740,2740,  0, 2740, , 33, 33
SimonResourceWrappers.RankResourceEstimate, 3896987, 656883, 2287112, 0, 3024, 10087, 7373,7373,  0, 7373, , 55, 54
SimonResourceWrappers.RankResourceEstimate, 1140710, 193446, 671468, 0, 1332, 6607, 3259,3259,  0, 3259, , 36, 36
SimonResourceWrappers.RankResourceEstimate, 2370209, 400343, 1392508, 0, 2162, 8507, 5314,5314,  0, 5314, , 46, 46
SimonResourceWrappers.RankResourceEstimate, 1448245, 245262, 851912, 0, 1560, 7177, 3823,3823,  0, 3823, , 39, 39
SimonResourceWrappers.RankResourceEstimate, 1806600, 305556, 1062092, 0, 1806, 7747, 4432,4432,  0, 4432, , 42, 42
SimonResourceWrappers.RankResourceEstimate, 2075669, 350819, 1219852, 0, 1980, 8124, 4863,4863,  0, 4863, , 44, 44
SimonResourceWrappers.RankResourceEstimate, 3288808, 554754, 1930856, 0, 2703, 9516, 6581,6581,  0, 6581, , 52, 51
SimonResourceWrappers.RankResourceEstimate, 1237809, 209798, 728452, 0, 1406, 6796, 3442,3442,  0, 3442, , 37, 37
SimonResourceWrappers.RankResourceEstimate, 1681262, 284477, 988588, 0, 1722, 7556, 4224,4224,  0, 4224, , 41, 41
SimonResourceWrappers.RankResourceEstimate, 5597752, 942296, 3283016, 0, 3843, 11416, 9396,9396,  0, 9396, , 62, 61
SimonResourceWrappers.RankResourceEstimate, 1561853, 264371, 918556, 0, 1640, 7364, 4021,4021,  0, 4021, , 40, 40
SimonResourceWrappers.RankResourceEstimate, 1938023, 327668, 1139152, 0, 1892, 7937, 4645,4645,  0, 4645, , 43, 43
SimonResourceWrappers.RankResourceEstimate, 2691379, 454341, 1580732, 0, 2352, 8887, 5785,5785,  0, 5785, , 48, 48
SimonResourceWrappers.RankResourceEstimate, 2527396, 426779, 1484632, 0, 2256, 8697, 5547,5547,  0, 5547, , 47, 47
SimonResourceWrappers.RankResourceEstimate, 3040321, 512975, 1785196, 0, 2550, 9267, 6276,6276,  0, 6276, , 50, 50
SimonResourceWrappers.RankResourceEstimate, 5329352, 897288, 3125876, 0, 3720, 11224, 9092,9092,  0, 9092, , 61, 60
SimonResourceWrappers.RankResourceEstimate, 4818543, 811547, 2826800, 0, 3480, 10847, 8499,8499,  0, 8499, , 59, 58
SimonResourceWrappers.RankResourceEstimate, 5875025, 988813, 3445336, 0, 3968, 11607, 9705,9705,  0, 9705, , 63, 62
SimonResourceWrappers.RankResourceEstimate, 2219691, 375060, 1304276, 0, 2070, 8316, 5086,5086,  0, 5086, , 45, 45
SimonResourceWrappers.RankResourceEstimate, 3225564, 544083, 1893728, 0, 2652, 9457, 6529,6529,  0, 6529, , 51, 51
SimonResourceWrappers.RankResourceEstimate, 2862309, 483074, 1680892, 0, 2450, 9076, 6028,6028,  0, 6028, , 49, 49
SimonResourceWrappers.RankResourceEstimate, 4265320, 718676, 2502748, 0, 3192, 10407, 7869,7869,  0, 7869, , 56, 56
SimonResourceWrappers.RankResourceEstimate, 3618331, 610052, 2123812, 0, 2862, 9836, 7050,7050,  0, 7050, , 53, 53
SimonResourceWrappers.RankResourceEstimate, 3826146, 644970, 2245532, 0, 2970, 10024, 7318,7318,  0, 7318, , 54, 54
SimonResourceWrappers.RankResourceEstimate, 3418188, 576440, 2006572, 0, 2756, 9647, 6787,6787,  0, 6787, , 52, 52
SimonResourceWrappers.RankResourceEstimate, 4041752, 681143, 2371816, 0, 3080, 10217, 7591,7591,  0, 7591, , 55, 55
SimonResourceWrappers.RankResourceEstimate, 4496982, 757557, 2638412, 0, 3306, 10596, 8152,8152,  0, 8152, , 57, 57
SimonResourceWrappers.RankResourceEstimate, 4736890, 797834, 2778892, 0, 3422, 10787, 8440,8440,  0, 8440, , 58, 58
SimonResourceWrappers.RankResourceEstimate, 5241984, 882564, 3074636, 0, 3660, 11164, 9031,9031,  0, 9031, , 60, 60
SimonResourceWrappers.RankResourceEstimate, 6357400, 1069652, 3727612, 0, 4160, 11924, 10273,10273,  0, 10273, , 64, 64
SimonResourceWrappers.RankResourceEstimate, 4985172, 839483, 2924272, 0, 3540, 10976, 8733,8733,  0, 8733, , 59, 59
SimonResourceWrappers.RankResourceEstimate, 5781771, 973109, 3390652, 0, 3906, 11544, 9642,9642,  0, 9642, , 62, 62
SimonResourceWrappers.RankResourceEstimate, 5507470, 927101, 3230068, 0, 3782, 11357, 9334,9334,  0, 9334, , 61, 61
SimonResourceWrappers.RankResourceEstimate, 6065033, 1020618, 3556472, 0, 4032, 11737, 9955,9955,  0, 9955, , 63, 63